"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Volusia County, FL"	"12127"	"2006"	"2006"	27	494748	5.5
	"Volusia County, FL"	"12127"	"2007"	"2007"	22	498935	4.4
	"Volusia County, FL"	"12127"	"2008"	"2008"	25	497366	5.0
	"Volusia County, FL"	"12127"	"2009"	"2009"	22	494688	4.4
	"Volusia County, FL"	"12127"	"2010"	"2010"	23	494593	4.7
	"Volusia County, FL"	"12127"	"2011"	"2011"	25	494804	5.1
	"Volusia County, FL"	"12127"	"2012"	"2012"	26	496950	5.2
	"Volusia County, FL"	"12127"	"2013"	"2013"	24	500800	4.8
	"Volusia County, FL"	"12127"	"2014"	"2014"	16	507531	Unreliable
	"Volusia County, FL"	"12127"	"2015"	"2015"	25	517887	4.8
	"Volusia County, FL"	"12127"	"2016"	"2016"	25	529364	4.7
	"Bibb County, GA"	"13021"	"1999"	"1999"	32	154254	20.7
	"Bibb County, GA"	"13021"	"2000"	"2000"	16	153887	Unreliable
	"Bibb County, GA"	"13021"	"2001"	"2001"	23	153548	15.0
	"Bibb County, GA"	"13021"	"2002"	"2002"	16	153929	Unreliable
	"Bibb County, GA"	"13021"	"2003"	"2003"	20	153697	13.0
	"Bibb County, GA"	"13021"	"2004"	"2004"	19	154159	Unreliable
	"Bibb County, GA"	"13021"	"2005"	"2005"	33	154003	21.4
	"Bibb County, GA"	"13021"	"2006"	"2006"	17	154510	Unreliable
	"Bibb County, GA"	"13021"	"2007"	"2007"	29	154286	18.8
	"Bibb County, GA"	"13021"	"2008"	"2008"	24	154384	15.5
	"Bibb County, GA"	"13021"	"2009"	"2009"	18	155154	Unreliable
	"Bibb County, GA"	"13021"	"2010"	"2010"	24	155547	15.4
	"Bibb County, GA"	"13021"	"2011"	"2011"	13	156433	Unreliable
	"Bibb County, GA"	"13021"	"2012"	"2012"	23	156462	14.7
	"Bibb County, GA"	"13021"	"2013"	"2013"	14	154721	Unreliable
	"Bibb County, GA"	"13021"	"2014"	"2014"	19	153905	Unreliable
	"Bibb County, GA"	"13021"	"2015"	"2015"	27	153721	17.6
	"Bibb County, GA"	"13021"	"2016"	"2016"	14	152760	Unreliable
	"Chatham County, GA"	"13051"	"1999"	"1999"	38	231630	16.4
	"Chatham County, GA"	"13051"	"2000"	"2000"	35	232048	15.1
	"Chatham County, GA"	"13051"	"2001"	"2001"	37	234150	15.8
	"Chatham County, GA"	"13051"	"2002"	"2002"	45	236510	19.0
	"Chatham County, GA"	"13051"	"2003"	"2003"	36	237348	15.2
	"Chatham County, GA"	"13051"	"2004"	"2004"	28	240818	11.6
	"Chatham County, GA"	"13051"	"2005"	"2005"	35	242242	14.4
	"Chatham County, GA"	"13051"	"2006"	"2006"	35	246896	14.2
	"Chatham County, GA"	"13051"	"2007"	"2007"	31	251981	12.3
	"Chatham County, GA"	"13051"	"2008"	"2008"	31	255269	12.1
	"Chatham County, GA"	"13051"	"2009"	"2009"	32	262122	12.2
	"Chatham County, GA"	"13051"	"2010"	"2010"	21	265128	7.9
	"Chatham County, GA"	"13051"	"2011"	"2011"	30	271544	11.0
	"Chatham County, GA"	"13051"	"2012"	"2012"	30	276434	10.9
	"Chatham County, GA"	"13051"	"2013"	"2013"	30	278434	10.8
	"Chatham County, GA"	"13051"	"2014"	"2014"	34	283379	12.0
	"Chatham County, GA"	"13051"	"2015"	"2015"	55	286956	19.2
	"Chatham County, GA"	"13051"	"2016"	"2016"	52	289082	18.0
	"Clarke County, GA"	"13059"	"2001"	"2001"	11	103890	Unreliable
	"Clarke County, GA"	"13059"	"2009"	"2009"	10	116843	Unreliable
	"Clayton County, GA"	"13063"	"1999"	"1999"	17	229966	Unreliable
	"Clayton County, GA"	"13063"	"2000"	"2000"	28	236517	11.8
	"Clayton County, GA"	"13063"	"2001"	"2001"	26	245327	10.6
	"Clayton County, GA"	"13063"	"2002"	"2002"	22	248954	8.8
	"Clayton County, GA"	"13063"	"2003"	"2003"	32	252631	12.7
	"Clayton County, GA"	"13063"	"2004"	"2004"	27	255322	10.6
	"Clayton County, GA"	"13063"	"2005"	"2005"	25	256292	9.8
	"Clayton County, GA"	"13063"	"2006"	"2006"	42	258552	16.2
	"Clayton County, GA"	"13063"	"2007"	"2007"	43	260441	16.5
	"Clayton County, GA"	"13063"	"2008"	"2008"	42	262099	16.0
	"Clayton County, GA"	"13063"	"2009"	"2009"	20	260067	7.7
	"Clayton County, GA"	"13063"	"2010"	"2010"	20	259424	7.7
	"Clayton County, GA"	"13063"	"2011"	"2011"	27	261532	10.3
	"Clayton County, GA"	"13063"	"2012"	"2012"	31	265888	11.7
	"Clayton County, GA"	"13063"	"2013"	"2013"	41	264220	15.5
	"Clayton County, GA"	"13063"	"2014"	"2014"	36	267542	13.5
	"Clayton County, GA"	"13063"	"2015"	"2015"	33	273955	12.0
	"Clayton County, GA"	"13063"	"2016"	"2016"	40	279462	14.3
	"Cobb County, GA"	"13067"	"1999"	"1999"	25	588871	4.2
	"Cobb County, GA"	"13067"	"2000"	"2000"	35	607751	5.8
	"Cobb County, GA"	"13067"	"2001"	"2001"	27	623006	4.3
	"Cobb County, GA"	"13067"	"2002"	"2002"	25	631018	4.0
	"Cobb County, GA"	"13067"	"2003"	"2003"	32	634638	5.0
	"Cobb County, GA"	"13067"	"2004"	"2004"	24	640346	3.7
	"Cobb County, GA"	"13067"	"2005"	"2005"	44	646754	6.8
	"Cobb County, GA"	"13067"	"2006"	"2006"	25	661913	3.8
	"Cobb County, GA"	"13067"	"2007"	"2007"	36	670438	5.4
	"Cobb County, GA"	"13067"	"2008"	"2008"	30	679822	4.4
	"Cobb County, GA"	"13067"	"2009"	"2009"	27	684776	3.9
	"Cobb County, GA"	"13067"	"2010"	"2010"	23	688078	3.3
	"Cobb County, GA"	"13067"	"2011"	"2011"	30	697553	4.3
	"Cobb County, GA"	"13067"	"2012"	"2012"	23	707442	3.3
	"Cobb County, GA"	"13067"	"2013"	"2013"	29	717190	4.0
	"Cobb County, GA"	"13067"	"2014"	"2014"	28	730981	3.8
	"Cobb County, GA"	"13067"	"2015"	"2015"	31	741334	4.2
	"Cobb County, GA"	"13067"	"2016"	"2016"	31	748150	4.1
	"Colquitt County, GA"	"13071"	"2004"	"2004"	11	42987	Unreliable
	"Colquitt County, GA"	"13071"	"2016"	"2016"	10	45708	Unreliable
	"Coweta County, GA"	"13077"	"2014"	"2014"	10	135571	Unreliable
	"DeKalb County, GA"	"13089"	"1999"	"1999"	60	656625	9.1
	"DeKalb County, GA"	"13089"	"2000"	"2000"	68	665865	10.2
	"DeKalb County, GA"	"13089"	"2001"	"2001"	92	670900	13.7
	"DeKalb County, GA"	"13089"	"2002"	"2002"	76	669789	11.3
	"DeKalb County, GA"	"13089"	"2003"	"2003"	87	668148	13.0
	"DeKalb County, GA"	"13089"	"2004"	"2004"	82	666204	12.3
	"DeKalb County, GA"	"13089"	"2005"	"2005"	73	668998	10.9
	"DeKalb County, GA"	"13089"	"2006"	"2006"	116	676687	17.1
	"DeKalb County, GA"	"13089"	"2007"	"2007"	118	680962	17.3
	"DeKalb County, GA"	"13089"	"2008"	"2008"	105	685646	15.3
	"DeKalb County, GA"	"13089"	"2009"	"2009"	74	690658	10.7
	"DeKalb County, GA"	"13089"	"2010"	"2010"	87	691893	12.6
	"DeKalb County, GA"	"13089"	"2011"	"2011"	82	699893	11.7
	"DeKalb County, GA"	"13089"	"2012"	"2012"	83	707089	11.7
	"DeKalb County, GA"	"13089"	"2013"	"2013"	71	713340	10.0
	"DeKalb County, GA"	"13089"	"2014"	"2014"	80	722161	11.1
	"DeKalb County, GA"	"13089"	"2015"	"2015"	91	734871	12.4
	"DeKalb County, GA"	"13089"	"2016"	"2016"	97	740321	13.1
	"Dougherty County, GA"	"13095"	"1999"	"1999"	14	96199	Unreliable
	"Dougherty County, GA"	"13095"	"2006"	"2006"	11	94418	Unreliable
	"Dougherty County, GA"	"13095"	"2007"	"2007"	10	94522	Unreliable
	"Dougherty County, GA"	"13095"	"2011"	"2011"	12	94788	Unreliable
	"Dougherty County, GA"	"13095"	"2014"	"2014"	10	92407	Unreliable
	"Dougherty County, GA"	"13095"	"2015"	"2015"	12	91332	Unreliable
	"Dougherty County, GA"	"13095"	"2016"	"2016"	15	90017	Unreliable
	"Douglas County, GA"	"13097"	"2015"	"2015"	10	140733	Unreliable
	"Floyd County, GA"	"13115"	"2003"	"2003"	11	93539	Unreliable
	"Floyd County, GA"	"13115"	"2015"	"2015"	10	96504	Unreliable
	"Fulton County, GA"	"13121"	"1999"	"1999"	138	807365	17.1
	"Fulton County, GA"	"13121"	"2000"	"2000"	142	816006	17.4
	"Fulton County, GA"	"13121"	"2001"	"2001"	145	820213	17.7
	"Fulton County, GA"	"13121"	"2002"	"2002"	151	815224	18.5
	"Fulton County, GA"	"13121"	"2003"	"2003"	130	812568	16.0
	"Fulton County, GA"	"13121"	"2004"	"2004"	126	809481	15.6
	"Fulton County, GA"	"13121"	"2005"	"2005"	117	818737	14.3
	"Fulton County, GA"	"13121"	"2006"	"2006"	106	845181	12.5
	"Fulton County, GA"	"13121"	"2007"	"2007"	140	869329	16.1
	"Fulton County, GA"	"13121"	"2008"	"2008"	121	888694	13.6
	"Fulton County, GA"	"13121"	"2009"	"2009"	98	905511	10.8
	"Fulton County, GA"	"13121"	"2010"	"2010"	111	920581	12.1
	"Fulton County, GA"	"13121"	"2011"	"2011"	87	949599	9.2
	"Fulton County, GA"	"13121"	"2012"	"2012"	112	977773	11.5
	"Fulton County, GA"	"13121"	"2013"	"2013"	99	984293	10.1
	"Fulton County, GA"	"13121"	"2014"	"2014"	119	996319	11.9
	"Fulton County, GA"	"13121"	"2015"	"2015"	114	1010562	11.3
	"Fulton County, GA"	"13121"	"2016"	"2016"	153	1023336	15.0
	"Glynn County, GA"	"13127"	"2007"	"2007"	19	76513	Unreliable
	"Glynn County, GA"	"13127"	"2009"	"2009"	16	78946	Unreliable
	"Gwinnett County, GA"	"13135"	"1999"	"1999"	24	567569	4.2
	"Gwinnett County, GA"	"13135"	"2000"	"2000"	26	588448	4.4
	"Gwinnett County, GA"	"13135"	"2001"	"2001"	22	620025	3.5
	"Gwinnett County, GA"	"13135"	"2002"	"2002"	25	641986	3.9
	"Gwinnett County, GA"	"13135"	"2003"	"2003"	39	663391	5.9
	"Gwinnett County, GA"	"13135"	"2004"	"2004"	35	687468	5.1
	"Gwinnett County, GA"	"13135"	"2005"	"2005"	37	710978	5.2
	"Gwinnett County, GA"	"13135"	"2006"	"2006"	44	740267	5.9
	"Gwinnett County, GA"	"13135"	"2007"	"2007"	54	764129	7.1
	"Gwinnett County, GA"	"13135"	"2008"	"2008"	44	780721	5.6
	"Gwinnett County, GA"	"13135"	"2009"	"2009"	33	796276	4.1
	"Gwinnett County, GA"	"13135"	"2010"	"2010"	34	805321	4.2
	"Gwinnett County, GA"	"13135"	"2011"	"2011"	26	824941	3.2
	"Gwinnett County, GA"	"13135"	"2012"	"2012"	30	842046	3.6
	"Gwinnett County, GA"	"13135"	"2013"	"2013"	27	859304	3.1
	"Gwinnett County, GA"	"13135"	"2014"	"2014"	36	877922	4.1
	"Gwinnett County, GA"	"13135"	"2015"	"2015"	37	895823	4.1
	"Gwinnett County, GA"	"13135"	"2016"	"2016"	40	907135	4.4
	"Hall County, GA"	"13139"	"2016"	"2016"	11	196637	Unreliable
	"Henry County, GA"	"13151"	"1999"	"1999"	11	113011	Unreliable
	"Henry County, GA"	"13151"	"2005"	"2005"	10	169607	Unreliable
	"Henry County, GA"	"13151"	"2008"	"2008"	11	194658	Unreliable
	"Henry County, GA"	"13151"	"2012"	"2012"	17	209053	Unreliable
	"Henry County, GA"	"13151"	"2013"	"2013"	12	211128	Unreliable
	"Henry County, GA"	"13151"	"2015"	"2015"	17	217739	Unreliable
	"Houston County, GA"	"13153"	"2008"	"2008"	10	134922	Unreliable
	"Houston County, GA"	"13153"	"2010"	"2010"	11	139900	Unreliable
	"Houston County, GA"	"13153"	"2013"	"2013"	10	147658	Unreliable
	"Liberty County, GA"	"13179"	"2010"	"2010"	10	63453	Unreliable
	"Liberty County, GA"	"13179"	"2013"	"2013"	10	64135	Unreliable
	"Lowndes County, GA"	"13185"	"1999"	"1999"	15	91472	Unreliable
	"Lowndes County, GA"	"13185"	"2005"	"2005"	13	98273	Unreliable
	"Lowndes County, GA"	"13185"	"2009"	"2009"	11	107583	Unreliable
	"Muscogee County, GA"	"13215"	"1999"	"1999"	17	185734	Unreliable
	"Muscogee County, GA"	"13215"	"2000"	"2000"	19	186291	Unreliable
	"Muscogee County, GA"	"13215"	"2002"	"2002"	24	185139	13.0
	"Muscogee County, GA"	"13215"	"2003"	"2003"	18	180838	Unreliable
	"Muscogee County, GA"	"13215"	"2004"	"2004"	22	185057	11.9
	"Muscogee County, GA"	"13215"	"2005"	"2005"	25	186543	13.4
	"Muscogee County, GA"	"13215"	"2006"	"2006"	17	189464	Unreliable
	"Muscogee County, GA"	"13215"	"2007"	"2007"	24	184704	13.0
	"Muscogee County, GA"	"13215"	"2008"	"2008"	29	184763	15.7
	"Muscogee County, GA"	"13215"	"2009"	"2009"	14	188796	Unreliable
	"Muscogee County, GA"	"13215"	"2010"	"2010"	17	189885	Unreliable
	"Muscogee County, GA"	"13215"	"2011"	"2011"	18	194107	Unreliable
	"Muscogee County, GA"	"13215"	"2012"	"2012"	18	198413	Unreliable
	"Muscogee County, GA"	"13215"	"2013"	"2013"	20	202824	9.9
	"Muscogee County, GA"	"13215"	"2014"	"2014"	19	200887	Unreliable
	"Muscogee County, GA"	"13215"	"2015"	"2015"	19	200579	Unreliable
	"Muscogee County, GA"	"13215"	"2016"	"2016"	25	197485	12.7
	"Newton County, GA"	"13217"	"2015"	"2015"	15	105473	Unreliable
	"Newton County, GA"	"13217"	"2016"	"2016"	10	106999	Unreliable
	"Richmond County, GA"	"13245"	"1999"	"1999"	16	199395	Unreliable
	"Richmond County, GA"	"13245"	"2000"	"2000"	21	199775	10.5
	"Richmond County, GA"	"13245"	"2001"	"2001"	16	199443	Unreliable
	"Richmond County, GA"	"13245"	"2002"	"2002"	14	198670	Unreliable
	"Richmond County, GA"	"13245"	"2003"	"2003"	28	196958	14.2
	"Richmond County, GA"	"13245"	"2004"	"2004"	15	196883	Unreliable
	"Richmond County, GA"	"13245"	"2005"	"2005"	17	195837	Unreliable
	"Richmond County, GA"	"13245"	"2006"	"2006"	20	196449	10.2
	"Richmond County, GA"	"13245"	"2007"	"2007"	28	196483	14.3
	"Richmond County, GA"	"13245"	"2008"	"2008"	21	198423	10.6
	"Richmond County, GA"	"13245"	"2009"	"2009"	25	198489	12.6
	"Richmond County, GA"	"13245"	"2010"	"2010"	34	200549	17.0
	"Richmond County, GA"	"13245"	"2011"	"2011"	31	201217	15.4
	"Richmond County, GA"	"13245"	"2012"	"2012"	35	202587	17.3
	"Richmond County, GA"	"13245"	"2013"	"2013"	23	202003	11.4
	"Richmond County, GA"	"13245"	"2014"	"2014"	22	201368	10.9
	"Richmond County, GA"	"13245"	"2015"	"2015"	21	201793	10.4
	"Richmond County, GA"	"13245"	"2016"	"2016"	26	201647	12.9
	"Rockdale County, GA"	"13247"	"2010"	"2010"	11	85215	Unreliable
	"Tift County, GA"	"13277"	"2005"	"2005"	11	38789	Unreliable
	"Troup County, GA"	"13285"	"2015"	"2015"	10	69763	Unreliable
	"Hawaii County, HI"	"15001"	"2015"	"2015"	10	196428	Unreliable
	"Hawaii County, HI"	"15001"	"2016"	"2016"	11	198449	Unreliable
	"Honolulu County, HI"	"15003"	"1999"	"1999"	31	878906	3.5
	"Honolulu County, HI"	"15003"	"2000"	"2000"	21	876156	2.4
	"Honolulu County, HI"	"15003"	"2001"	"2001"	19	882755	Unreliable
	"Honolulu County, HI"	"15003"	"2002"	"2002"	29	890473	3.3
	"Honolulu County, HI"	"15003"	"2003"	"2003"	14	894311	Unreliable
	"Honolulu County, HI"	"15003"	"2004"	"2004"	24	907997	2.6
	"Honolulu County, HI"	"15003"	"2005"	"2005"	16	918181	Unreliable
	"Honolulu County, HI"	"15003"	"2006"	"2006"	20	926954	2.2
	"Honolulu County, HI"	"15003"	"2007"	"2007"	19	925335	Unreliable
	"Honolulu County, HI"	"15003"	"2008"	"2008"	18	933680	Unreliable
	"Honolulu County, HI"	"15003"	"2009"	"2009"	14	943177	Unreliable
	"Honolulu County, HI"	"15003"	"2010"	"2010"	17	953207	Unreliable
	"Honolulu County, HI"	"15003"	"2011"	"2011"	13	963607	Unreliable
	"Honolulu County, HI"	"15003"	"2012"	"2012"	14	976372	Unreliable
	"Honolulu County, HI"	"15003"	"2013"	"2013"	22	983429	2.2
	"Honolulu County, HI"	"15003"	"2014"	"2014"	20	991788	2.0
	"Honolulu County, HI"	"15003"	"2015"	"2015"	16	998714	Unreliable
	"Honolulu County, HI"	"15003"	"2016"	"2016"	21	992605	2.1
	"Ada County, ID"	"16001"	"2007"	"2007"	15	375368	Unreliable
	"Canyon County, ID"	"16027"	"2001"	"2001"	10	139179	Unreliable
	"Champaign County, IL"	"17019"	"2016"	"2016"	12	208419	Unreliable
	"Cook County, IL"	"17031"	"1999"	"1999"	770	5365344	14.4
	"Cook County, IL"	"17031"	"2000"	"2000"	767	5376741	14.3
	"Cook County, IL"	"17031"	"2001"	"2001"	807	5360562	15.1
	"Cook County, IL"	"17031"	"2002"	"2002"	743	5328775	13.9
	"Cook County, IL"	"17031"	"2003"	"2003"	763	5294739	14.4
	"Cook County, IL"	"17031"	"2004"	"2004"	608	5252021	11.6
	"Cook County, IL"	"17031"	"2005"	"2005"	598	5207615	11.5
	"Cook County, IL"	"17031"	"2006"	"2006"	623	5165495	12.1
	"Cook County, IL"	"17031"	"2007"	"2007"	566	5154235	11.0
	"Cook County, IL"	"17031"	"2008"	"2008"	620	5161831	12.0
	"Cook County, IL"	"17031"	"2009"	"2009"	588	5181728	11.3
	"Cook County, IL"	"17031"	"2010"	"2010"	550	5194675	10.6
	"Cook County, IL"	"17031"	"2011"	"2011"	536	5217080	10.3
	"Cook County, IL"	"17031"	"2012"	"2012"	587	5231351	11.2
	"Cook County, IL"	"17031"	"2013"	"2013"	534	5240700	10.2
	"Cook County, IL"	"17031"	"2014"	"2014"	541	5246456	10.3
	"Cook County, IL"	"17031"	"2015"	"2015"	592	5238216	11.3
	"Cook County, IL"	"17031"	"2016"	"2016"	883	5203499	17.0
	"DuPage County, IL"	"17043"	"1999"	"1999"	17	898083	Unreliable
	"DuPage County, IL"	"17043"	"2001"	"2001"	15	911474	Unreliable
	"DuPage County, IL"	"17043"	"2002"	"2002"	15	913880	Unreliable
	"DuPage County, IL"	"17043"	"2004"	"2004"	12	913940	Unreliable
	"DuPage County, IL"	"17043"	"2005"	"2005"	17	911378	Unreliable
	"DuPage County, IL"	"17043"	"2006"	"2006"	10	908685	Unreliable
	"DuPage County, IL"	"17043"	"2007"	"2007"	11	907426	Unreliable
	"DuPage County, IL"	"17043"	"2008"	"2008"	13	909798	Unreliable
	"DuPage County, IL"	"17043"	"2009"	"2009"	17	912732	Unreliable
	"DuPage County, IL"	"17043"	"2010"	"2010"	11	916924	Unreliable
	"DuPage County, IL"	"17043"	"2011"	"2011"	15	923222	Unreliable
	"DuPage County, IL"	"17043"	"2012"	"2012"	19	927987	Unreliable
	"DuPage County, IL"	"17043"	"2013"	"2013"	13	932126	Unreliable
	"DuPage County, IL"	"17043"	"2014"	"2014"	13	932708	Unreliable
	"Kane County, IL"	"17089"	"1999"	"1999"	27	396371	6.8
	"Kane County, IL"	"17089"	"2000"	"2000"	19	404119	Unreliable
	"Kane County, IL"	"17089"	"2001"	"2001"	19	423975	Unreliable
	"Kane County, IL"	"17089"	"2002"	"2002"	22	440437	5.0
	"Kane County, IL"	"17089"	"2003"	"2003"	18	453929	Unreliable
	"Kane County, IL"	"17089"	"2004"	"2004"	22	466884	4.7
	"Kane County, IL"	"17089"	"2005"	"2005"	13	475384	Unreliable
	"Kane County, IL"	"17089"	"2006"	"2006"	15	485179	Unreliable
	"Kane County, IL"	"17089"	"2007"	"2007"	16	495752	Unreliable
	"Kane County, IL"	"17089"	"2012"	"2012"	12	522487	Unreliable
	"Kane County, IL"	"17089"	"2014"	"2014"	14	527306	Unreliable
	"Kane County, IL"	"17089"	"2015"	"2015"	13	530847	Unreliable
	"Kane County, IL"	"17089"	"2016"	"2016"	18	531715	Unreliable
	"Kankakee County, IL"	"17091"	"2001"	"2001"	11	104490	Unreliable
	"Kankakee County, IL"	"17091"	"2014"	"2014"	11	111375	Unreliable
	"Kankakee County, IL"	"17091"	"2016"	"2016"	10	110008	Unreliable
	"Lake County, IL"	"17097"	"1999"	"1999"	10	633094	Unreliable
	"Lake County, IL"	"17097"	"2001"	"2001"	25	658986	3.8
	"Lake County, IL"	"17097"	"2002"	"2002"	13	668022	Unreliable
	"Lake County, IL"	"17097"	"2003"	"2003"	18	668760	Unreliable
	"Lake County, IL"	"17097"	"2004"	"2004"	17	677735	Unreliable
	"Lake County, IL"	"17097"	"2005"	"2005"	20	684419	2.9
	"Lake County, IL"	"17097"	"2006"	"2006"	14	689891	Unreliable
	"Lake County, IL"	"17097"	"2007"	"2007"	21	692995	3.0
	"Lake County, IL"	"17097"	"2008"	"2008"	23	697369	3.3
	"Lake County, IL"	"17097"	"2009"	"2009"	15	701042	Unreliable
	"Lake County, IL"	"17097"	"2010"	"2010"	19	703462	Unreliable
	"Lake County, IL"	"17097"	"2011"	"2011"	17	706222	Unreliable
	"Lake County, IL"	"17097"	"2012"	"2012"	17	702120	Unreliable
	"Lake County, IL"	"17097"	"2013"	"2013"	20	703019	2.8
	"Lake County, IL"	"17097"	"2014"	"2014"	25	705186	3.5
	"Lake County, IL"	"17097"	"2015"	"2015"	17	703910	Unreliable
	"Lake County, IL"	"17097"	"2016"	"2016"	21	703047	3.0
	"Macon County, IL"	"17115"	"2006"	"2006"	10	110808	Unreliable
	"Macon County, IL"	"17115"	"2011"	"2011"	13	110730	Unreliable
	"Madison County, IL"	"17119"	"1999"	"1999"	13	258739	Unreliable
	"Madison County, IL"	"17119"	"2000"	"2000"	11	258941	Unreliable
	"Madison County, IL"	"17119"	"2001"	"2001"	14	260343	Unreliable
	"Madison County, IL"	"17119"	"2002"	"2002"	11	261130	Unreliable
	"Madison County, IL"	"17119"	"2004"	"2004"	11	263722	Unreliable
	"Madison County, IL"	"17119"	"2005"	"2005"	13	264759	Unreliable
	"Madison County, IL"	"17119"	"2006"	"2006"	11	266164	Unreliable
	"Madison County, IL"	"17119"	"2007"	"2007"	12	267382	Unreliable
	"Madison County, IL"	"17119"	"2008"	"2008"	17	268232	Unreliable
	"Madison County, IL"	"17119"	"2009"	"2009"	12	268978	Unreliable
	"Madison County, IL"	"17119"	"2010"	"2010"	12	269282	Unreliable
	"Madison County, IL"	"17119"	"2011"	"2011"	11	268459	Unreliable
	"Madison County, IL"	"17119"	"2014"	"2014"	12	266560	Unreliable
	"Madison County, IL"	"17119"	"2015"	"2015"	12	266209	Unreliable
	"Madison County, IL"	"17119"	"2016"	"2016"	11	265759	Unreliable
	"Peoria County, IL"	"17143"	"1999"	"1999"	14	184042	Unreliable
	"Peoria County, IL"	"17143"	"2000"	"2000"	10	183433	Unreliable
	"Peoria County, IL"	"17143"	"2001"	"2001"	17	182348	Unreliable
	"Peoria County, IL"	"17143"	"2004"	"2004"	18	182613	Unreliable
	"Peoria County, IL"	"17143"	"2005"	"2005"	13	182868	Unreliable
	"Peoria County, IL"	"17143"	"2006"	"2006"	15	183446	Unreliable
	"Peoria County, IL"	"17143"	"2007"	"2007"	18	184048	Unreliable
	"Peoria County, IL"	"17143"	"2008"	"2008"	10	184803	Unreliable
	"Peoria County, IL"	"17143"	"2009"	"2009"	21	186930	11.2
	"Peoria County, IL"	"17143"	"2010"	"2010"	20	186494	10.7
	"Peoria County, IL"	"17143"	"2011"	"2011"	19	186834	Unreliable
	"Peoria County, IL"	"17143"	"2012"	"2012"	19	187254	Unreliable
	"Peoria County, IL"	"17143"	"2013"	"2013"	18	188429	Unreliable
	"Peoria County, IL"	"17143"	"2015"	"2015"	17	186221	Unreliable
	"Peoria County, IL"	"17143"	"2016"	"2016"	12	185006	Unreliable
	"Rock Island County, IL"	"17161"	"2006"	"2006"	10	147131	Unreliable
	"Rock Island County, IL"	"17161"	"2016"	"2016"	10	144784	Unreliable
	"St. Clair County, IL"	"17163"	"1999"	"1999"	36	256201	14.1
	"St. Clair County, IL"	"17163"	"2000"	"2000"	30	256082	11.7
	"St. Clair County, IL"	"17163"	"2001"	"2001"	38	256540	14.8
	"St. Clair County, IL"	"17163"	"2002"	"2002"	34	257952	13.2
	"St. Clair County, IL"	"17163"	"2003"	"2003"	24	258448	9.3
	"St. Clair County, IL"	"17163"	"2004"	"2004"	31	260214	11.9
	"St. Clair County, IL"	"17163"	"2005"	"2005"	32	261255	12.2
	"St. Clair County, IL"	"17163"	"2006"	"2006"	39	263445	14.8
	"St. Clair County, IL"	"17163"	"2007"	"2007"	58	264764	21.9
	"St. Clair County, IL"	"17163"	"2008"	"2008"	34	266518	12.8
	"St. Clair County, IL"	"17163"	"2009"	"2009"	50	268489	18.6
	"St. Clair County, IL"	"17163"	"2010"	"2010"	33	270056	12.2
	"St. Clair County, IL"	"17163"	"2011"	"2011"	49	270259	18.1
	"St. Clair County, IL"	"17163"	"2012"	"2012"	34	268858	12.6
	"St. Clair County, IL"	"17163"	"2013"	"2013"	37	266955	13.9
	"St. Clair County, IL"	"17163"	"2014"	"2014"	37	265729	13.9
	"St. Clair County, IL"	"17163"	"2015"	"2015"	32	264052	12.1
	"St. Clair County, IL"	"17163"	"2016"	"2016"	38	262759	14.5
	"Sangamon County, IL"	"17167"	"1999"	"1999"	12	188957	Unreliable
	"Sangamon County, IL"	"17167"	"2001"	"2001"	18	189924	Unreliable
	"Sangamon County, IL"	"17167"	"2003"	"2003"	14	191339	Unreliable
	"Sangamon County, IL"	"17167"	"2004"	"2004"	11	191885	Unreliable
	"Sangamon County, IL"	"17167"	"2006"	"2006"	13	193317	Unreliable
	"Sangamon County, IL"	"17167"	"2007"	"2007"	10	194025	Unreliable
	"Sangamon County, IL"	"17167"	"2009"	"2009"	15	196180	Unreliable
	"Sangamon County, IL"	"17167"	"2010"	"2010"	10	197465	Unreliable
	"Sangamon County, IL"	"17167"	"2011"	"2011"	13	198844	Unreliable
	"Sangamon County, IL"	"17167"	"2012"	"2012"	15	199271	Unreliable
	"Sangamon County, IL"	"17167"	"2015"	"2015"	11	198712	Unreliable
	"Sangamon County, IL"	"17167"	"2016"	"2016"	10	197499	Unreliable
	"Will County, IL"	"17197"	"1999"	"1999"	15	486207	Unreliable
